

=== Predictions under cross-validation ===

 inst#     actual  predicted error prediction (Sequence_Name,mcg,gvh,alm,mit,erl,pox,vac,nuc)
    65      1:CYT      8:VAC   +   0.992 (MAS5_YEAST,0.64,0.44,0.56,0.15,0.5,0,0.56,0.22)
    66      1:CYT      1:CYT       0.499 (GBB_YEAST,0.44,0.4,0.53,0.19,0.5,0,0.48,0.27)
    67      1:CYT      1:CYT       0.799 (RS3A_YEAST,0.38,0.4,0.59,0.25,0.5,0,0.44,0.22)
    68      1:CYT      2:NUC   +   0.665 (PPCK_YEAST,0.45,0.47,0.53,0.15,0.5,0,0.52,0.27)
    69      1:CYT      1:CYT       0.992 (RS41_YEAST,0.32,0.44,0.54,0.21,0.5,0,0.4,0.19)
    70      1:CYT      1:CYT       0.333 (MYS2_YEAST,0.53,0.41,0.5,0.24,1,0,0.47,0.22)
    71      1:CYT      1:CYT       0.992 (R17B_YEAST,0.43,0.33,0.54,0.37,0.5,0,0.38,0.16)
    72      1:CYT      2:NUC   +   0.992 (GLRX_YEAST,0.52,0.5,0.6,0.2,0.5,0,0.52,0.22)
    73      1:CYT      1:CYT       0.499 (FAS1_YEAST,0.57,0.61,0.45,0.26,0.5,0,0.5,0.22)
    74      1:CYT      1:CYT       0.5 (YP51_YEAST,0.63,0.56,0.52,0.21,0.5,0,0.5,0.22)
    75      1:CYT      2:NUC   +   0.428 (TRPD_YEAST,0.45,0.76,0.51,0.25,0.5,0,0.59,0.22)
    76      1:CYT      3:MIT   +   0.992 (FUR1_YEAST,0.69,0.6,0.5,0.31,0.5,0,0.55,0.22)
    77      1:CYT      1:CYT       0.992 (RS22_YEAST,0.46,0.39,0.54,0.22,0.5,0,0.48,0.25)
    78      1:CYT      2:NUC   +   0.389 (HS26_YEAST,0.44,0.41,0.58,0.2,0.5,0,0.57,0.25)
    79      1:CYT      1:CYT       0.992 (RS3B_YEAST,0.39,0.39,0.59,0.25,0.5,0,0.45,0.22)
    80      1:CYT      1:CYT       0.333 (KAPB_YEAST,0.49,0.46,0.54,0.18,0.5,0,0.35,0.22)
    81      1:CYT      1:CYT       0.992 (IF51_YEAST,0.44,0.55,0.51,0.16,0.5,0,0.6,0.22)
    82      1:CYT      1:CYT       0.992 (RL19_YEAST,0.72,0.37,0.63,0.38,0.5,0,0.4,0.14)
    83      1:CYT      1:CYT       0.333 (IPYR_YEAST,0.43,0.51,0.6,0.25,0.5,0,0.55,0.22)
    84      1:CYT      1:CYT       0.992 (RAM1_YEAST,0.59,0.47,0.51,0.53,0.5,0,0.53,0.26)
    85      1:CYT      1:CYT       0.5 (YPT7_YEAST,0.61,0.48,0.54,0.25,0.5,0,0.5,0.22)
    86      1:CYT      2:NUC   +   0.448 (RL46_YEAST,0.43,0.22,0.79,0.79,0.5,0,0.22,0)
    87      1:CYT      1:CYT       0.992 (MT17_YEAST,0.34,0.54,0.54,0.13,0.5,0,0.52,0.22)
    88      1:CYT      2:NUC   +   0.5 (GALX_YEAST,0.62,0.58,0.52,0.15,0.5,0,0.52,0.29)
    89      1:CYT      1:CYT       0.4 (NAT2_YEAST,0.59,0.58,0.39,0.52,0.5,0,0.5,0.31)
    90      1:CYT      2:NUC   +   0.498 (SIS1_YEAST,0.56,0.55,0.57,0.15,0.5,0,0.54,0.25)
    91      6:ME1      1:CYT   +   0.318 (KRE1_YEAST,0.84,0.87,0.45,0.54,0.5,0,0.28,0.22)
    92      6:ME1      7:EXC   +   0.333 (SAG1_YEAST,0.77,0.86,0.44,0.27,0.5,0,0.48,0.22)
    93      6:ME1      1:CYT   +   0.498 (YHR0_YEAST,0.8,0.73,0.47,0.19,0.5,0,0.49,0.22)
    94      6:ME1      8:VAC   +   0.992 (YHB7_YEAST,0.83,0.94,0.32,0.21,0.5,0,0.51,0.22)
    95      7:EXC      1:CYT   +   0.3 (PPA3_YEAST,0.77,0.72,0.48,0.26,0.5,0,0.51,0.22)
    96      7:EXC      1:CYT   +   0.499 (YCX9_YEAST,0.71,0.64,0.42,0.28,0.5,0,0.43,0.22)
    97      4:ME3      4:ME3       0.992 (MA6T_YEAST,0.39,0.37,0.33,0.23,0.5,0,0.52,0.26)
    98      4:ME3      3:MIT   +   0.992 (STL1_YEAST,0.36,0.5,0.39,0.23,0.5,0,0.5,0.22)
    99      4:ME3      4:ME3       0.444 (GEF1_YEAST,0.49,0.31,0.34,0.13,0.5,0,0.52,0.22)
   100      4:ME3      1:CYT   +   0.992 (HXTY_YEAST,0.33,0.28,0.31,0.24,0.5,0,0.53,0.22)
   101      4:ME3      1:CYT   +   0.992 (FPS1_YEAST,0.42,0.52,0.4,0.17,0.5,0,0.5,0.26)
   102      4:ME3      3:MIT   +   0.5 (ADB1_YEAST,0.47,0.41,0.46,0.18,0.5,0,0.53,0.22)
   103      4:ME3      1:CYT   +   0.5 (TRK2_YEAST,0.59,0.48,0.41,0.53,0.5,0,0.48,0.56)
   104      4:ME3      4:ME3       0.992 (YJ36_YEAST,0.32,0.36,0.34,0.19,0.5,0,0.55,0.26)
   105      4:ME3      4:ME3       0.992 (HXT8_YEAST,0.42,0.44,0.33,0.17,0.5,0,0.54,0.27)
   106      4:ME3      2:NUC   +   0.399 (YCY8_YEAST,0.28,0.48,0.36,0.16,0.5,0,0.53,0.22)
   107      4:ME3      4:ME3       0.499 (YD66_YEAST,0.52,0.65,0.36,0.26,0.5,0,0.44,0.22)
   108      4:ME3      3:MIT   +   0.996 (YHJ2_YEAST,0.51,0.46,0.41,0.36,0.5,0,0.49,0.22)
   109      4:ME3      1:CYT   +   0.428 (YHA8_YEAST,0.63,0.65,0.42,0.18,0.5,0,0.54,0.27)
   110      4:ME3      1:CYT   +   0.498 (YCQ7_YEAST,0.67,0.61,0.39,0.24,0.5,0,0.51,0.22)
   111      9:POX      1:CYT   +   0.375 (SX19_YEAST,0.32,0.68,0.51,0.16,0.5,0.83,0.55,0.22)
   112      5:ME2      6:ME1   +   0.25 (PMP1_YEAST,0.95,0.71,0.27,0.39,0.5,0,0.31,0.22)
   113      5:ME2      6:ME1   +   0.498 (MNN1_YEAST,0.66,0.66,0.32,0.54,0.5,0,0.51,0.22)
   114      5:ME2      6:ME1   +   0.992 (YJ51_YEAST,0.81,0.76,0.32,0.37,0.5,0,0.51,0.22)
   115      5:ME2      1:CYT   +   0.25 (SC66_YEAST,0.39,0.71,0.38,0.14,0.5,0,0.5,0.22)
   116      8:VAC      1:CYT   +   0.992 (TOR2_YEAST,0.49,0.5,0.42,0.43,0.5,0,0.5,0.36)
   117      8:VAC      2:NUC   +   0.665 (ATC3_YEAST,0.4,0.39,0.33,0.17,0.5,0,0.51,0.31)
   118      8:VAC      2:NUC   +   0.416 (END1_YEAST,0.46,0.49,0.45,0.28,0.5,0,0.55,0.22)
     1      2:NUC      2:NUC       0.992 (SOK1_YEAST,0.46,0.41,0.45,0.23,0.5,0,0.48,0.22)
     2      2:NUC      1:CYT   +   0.499 (TOP3_YEAST,0.53,0.51,0.54,0.21,0.5,0,0.45,0.22)
     3      2:NUC      1:CYT   +   0.498 (RAD9_YEAST,0.41,0.52,0.51,0.22,0.5,0,0.52,0.44)
     4      2:NUC      2:NUC       0.992 (SIR3_YEAST,0.47,0.5,0.47,0.22,0.5,0,0.53,0.45)
     5      2:NUC      3:MIT   +   0.416 (UBC2_YEAST,0.48,0.47,0.59,0.41,0.5,0,0.56,0.27)
     6      2:NUC      2:NUC       0.992 (SPT5_YEAST,0.5,0.43,0.5,0.17,0.5,0,0.46,0.47)
     7      2:NUC      1:CYT   +   0.333 (R102_YEAST,0.49,0.67,0.5,0.28,0.5,0,0.43,0.22)
     8      2:NUC      1:CYT   +   0.4 (YN46_YEAST,0.58,0.56,0.52,0.25,0.5,0,0.57,0.35)
     9      2:NUC      1:CYT   +   0.555 (SNP2_YEAST,0.51,0.5,0.54,0.11,0.5,0,0.6,0.22)
    10      2:NUC      1:CYT   +   0.555 (ROX3_YEAST,0.43,0.44,0.64,0.19,0.5,0,0.38,0.33)
    11      2:NUC      2:NUC       0.992 (YEU2_YEAST,0.55,0.49,0.6,0.18,0.5,0,0.51,0.22)
    12      2:NUC      2:NUC       0.992 (RPC8_YEAST,0.57,0.42,0.63,0.22,0.5,0,0.68,0.32)
    13      2:NUC      2:NUC       0.992 (MK16_YEAST,0.49,0.62,0.65,0.18,0.5,0,0.46,0.43)
    14      2:NUC      1:CYT   +   0.428 (MSN4_YEAST,0.51,0.56,0.62,0.24,0.5,0,0.52,0.51)
    15      2:NUC      1:CYT   +   0.498 (NFS1_YEAST,0.48,0.54,0.53,0.6,0.5,0,0.53,0.31)
    16      2:NUC      1:CYT   +   0.428 (CYP1_YEAST,0.6,0.48,0.44,0.52,0.5,0,0.54,0.63)
    17      2:NUC      2:NUC       0.363 (PH85_YEAST,0.4,0.37,0.54,0.13,0.5,0,0.48,0.22)
    18      2:NUC      2:NUC       0.5 (MEIX_YEAST,0.7,0.53,0.42,0.22,0.5,0,0.51,0.28)
    19      2:NUC      1:CYT   +   0.992 (NSR1_YEAST,0.3,0.55,0.58,0.16,0.5,0,0.61,0.28)
    20      2:NUC      2:NUC       0.384 (HAP2_YEAST,0.47,0.49,0.63,0.17,0.5,0,0.31,0.26)
    21      2:NUC      2:NUC       0.47 (SIR4_YEAST,0.33,0.42,0.55,0.23,0.5,0,0.52,0.43)
    22      2:NUC      1:CYT   +   0.666 (RPB3_YEAST,0.54,0.57,0.55,0.18,0.5,0,0.5,0.22)
    23      2:NUC      3:MIT   +   0.992 (RN15_YEAST,0.47,0.45,0.51,0.33,0.5,0,0.46,0.26)
    24      2:NUC      1:CYT   +   0.5 (KSS1_YEAST,0.52,0.48,0.54,0.28,0.5,0,0.54,0.22)
    25      2:NUC      4:ME3   +   0.499 (PDS1_YEAST,0.37,0.42,0.6,0.13,0.5,0,0.51,0.22)
    26      2:NUC      1:CYT   +   0.333 (RU17_YEAST,0.33,0.46,0.6,0.18,0.5,0,0.51,0.26)
    27      2:NUC      1:CYT   +   0.498 (SEN2_YEAST,0.48,0.5,0.47,0.29,0.5,0,0.46,0.27)
    28      2:NUC      1:CYT   +   0.498 (RAD7_YEAST,0.49,0.49,0.51,0.29,0.5,0,0.52,0.71)
    29      2:NUC      2:NUC       0.533 (LAS1_YEAST,0.43,0.38,0.51,0.24,0.5,0,0.46,0.33)
    30      2:NUC      1:CYT   +   0.624 (YIN0_YEAST,0.35,0.29,0.46,0.14,0.5,0,0.54,0.66)
    31      2:NUC      1:CYT   +   0.375 (GCN5_YEAST,0.31,0.31,0.54,0.18,0.5,0,0.52,0.29)
    32      2:NUC      1:CYT   +   0.997 (RAD3_YEAST,0.52,0.5,0.51,0.2,0.5,0,0.51,0.22)
    33      2:NUC      1:CYT   +   0.5 (HDF1_YEAST,0.43,0.42,0.54,0.22,0.5,0,0.57,0.33)
    34      2:NUC      1:CYT   +   0.599 (SLU7_YEAST,0.19,0.16,0.68,0.36,0.5,0,0.49,0.21)
    35      2:NUC      1:CYT   +   0.363 (MCM2_YEAST,0.26,0.38,0.52,0.36,0.5,0,0.48,0.56)
    36      2:NUC      1:CYT   +   0.461 (RPD3_YEAST,0.37,0.3,0.51,0.15,0.5,0,0.58,0.26)
    37      3:MIT      1:CYT   +   0.444 (RM41_YEAST,0.52,0.5,0.59,0.31,0.5,0,0.5,0.22)
    38      3:MIT      1:CYT   +   0.333 (GLYM_YEAST,0.47,0.56,0.53,0.44,0.5,0,0.53,0.22)
    39      3:MIT      2:NUC   +   0.996 (DPOG_YEAST,0.48,0.47,0.54,0.55,0.5,0,0.51,0.65)
    40      3:MIT      1:CYT   +   0.498 (SYH_YEAST,0.51,0.68,0.49,0.59,0.5,0,0.54,0.27)
    41      3:MIT      3:MIT       0.799 (SDH4_YEAST,0.47,0.58,0.47,0.52,0.5,0,0.54,0.22)
    42      3:MIT      3:MIT       0.997 (IPY2_YEAST,0.42,0.65,0.58,0.34,0.5,0,0.5,0.22)
    43      3:MIT      3:MIT       0.4 (PMT_YEAST,0.5,0.61,0.44,0.2,0.5,0,0.49,0.22)
    44      3:MIT      1:CYT   +   0.454 (MOD5_YEAST,0.67,0.51,0.54,0.21,0.5,0,0.43,0.3)
    45      3:MIT      1:CYT   +   0.499 (RIM2_YEAST,0.45,0.43,0.5,0.25,0.5,0,0.47,0.22)
    46      3:MIT      8:VAC   +   0.992 (RM33_YEAST,0.57,0.58,0.58,0.35,0.5,0,0.49,0.22)
    47      3:MIT      2:NUC   +   0.992 (LIP5_YEAST,0.68,0.5,0.55,0.65,0.5,0,0.46,0.31)
    48      3:MIT      2:NUC   +   0.466 (TRM1_YEAST,0.53,0.45,0.52,0.29,0.5,0,0.55,0.38)
    49      3:MIT      3:MIT       0.992 (MRS2_YEAST,0.55,0.59,0.47,0.64,0.5,0,0.54,0.33)
    50      3:MIT      1:CYT   +   0.499 (RM37_YEAST,0.56,0.5,0.61,0.49,0.5,0,0.46,0.28)
    51      3:MIT      3:MIT       0.992 (ODPB_YEAST,0.49,0.52,0.53,0.7,0.5,0,0.51,0.22)
    52      3:MIT      1:CYT   +   0.545 (HS60_YEAST,0.45,0.56,0.51,0.64,0.5,0,0.54,0.22)
    53      3:MIT      1:CYT   +   0.498 (MPP1_YEAST,0.47,0.54,0.54,0.48,0.5,0,0.53,0.26)
    54      1:CYT      1:CYT       0.333 (MYS1_YEAST,0.58,0.38,0.4,0.21,0.5,0,0.5,0.22)
    55      1:CYT      1:CYT       0.992 (UBC4_YEAST,0.47,0.46,0.49,0.27,0.5,0,0.59,0.22)
    56      1:CYT      1:CYT       0.428 (SC23_YEAST,0.41,0.49,0.47,0.09,0.5,0,0.49,0.22)
    57      1:CYT      2:NUC   +   0.499 (TREA_YEAST,0.29,0.34,0.55,0.24,0.5,0,0.51,0.22)
    58      1:CYT      2:NUC   +   0.416 (RL3E_YEAST,0.58,0.44,0.5,0.26,0.5,0,0.52,0.22)
    59      1:CYT      1:CYT       0.998 (COAC_YEAST,0.25,0.4,0.51,0.18,0.5,0,0.5,0.27)
    60      1:CYT      1:CYT       0.992 (HS76_YEAST,0.6,0.46,0.51,0.1,0.5,0,0.48,0.31)
    61      1:CYT      1:CYT       0.498 (IF42_YEAST,0.28,0.27,0.5,0.14,0.5,0,0.5,0.28)
    62      1:CYT      1:CYT       0.499 (R16A_YEAST,0.44,0.56,0.52,0.18,0.5,0,0.5,0.11)
    63      1:CYT      1:CYT       0.333 (METE_YEAST,0.29,0.46,0.54,0.27,0.5,0,0.49,0.22)
    64      1:CYT      1:CYT       0.461 (SR72_YEAST,0.56,0.52,0.46,0.17,0.5,0,0.49,0.73)
    65      1:CYT      1:CYT       0.499 (RAS2_YEAST,0.66,0.55,0.54,0.18,0.5,0,0.43,0.22)
    66      1:CYT      1:CYT       0.5 (KR11_YEAST,0.27,0.56,0.56,0.18,0.5,0,0.52,0.22)
    67      1:CYT      1:CYT       0.499 (THRC_YEAST,0.54,0.55,0.55,0.4,0.5,0,0.53,0.22)
    68      1:CYT      1:CYT       0.992 (R271_YEAST,0.39,0.65,0.57,0.19,0.5,0,0.44,0.25)
    69      1:CYT      1:CYT       0.388 (RLA2_YEAST,0.69,0.54,0.55,0.23,0.5,0,0.73,0.22)
    70      1:CYT      1:CYT       0.992 (YIF2_YEAST,0.47,0.5,0.6,0.63,0.5,0,0.38,0.16)
    71      1:CYT      2:NUC   +   0.499 (STU1_YEAST,0.33,0.37,0.49,0.22,0.5,0,0.55,0.22)
    72      1:CYT      2:NUC   +   0.375 (R161_YEAST,0.49,0.4,0.58,0.23,0.5,0,0.47,0.27)
    73      1:CYT      1:CYT       0.748 (R61A_YEAST,0.51,0.39,0.58,0.19,0.5,0,0.47,0.22)
    74      1:CYT      1:CYT       0.992 (HS73_YEAST,0.51,0.48,0.51,0.26,0.5,0,0.51,0.27)
    75      1:CYT      2:NUC   +   0.5 (RL71_YEAST,0.35,0.39,0.56,0.2,0.5,0,0.49,0.41)
    76      1:CYT      1:CYT       0.992 (R37B_YEAST,0.4,0.45,0.61,0.29,0.5,0,0.44,0.22)
    77      1:CYT      1:CYT       0.992 (PROB_YEAST,0.56,0.48,0.5,0.17,0.5,0,0.51,0.26)
    78      1:CYT      2:NUC   +   0.992 (F26_YEAST,0.71,0.59,0.53,0.15,0.5,0,0.49,0.33)
    79      1:CYT      2:NUC   +   0.285 (SC17_YEAST,0.46,0.44,0.58,0.17,0.5,0,0.55,0.22)
    80      1:CYT      2:NUC   +   0.665 (RS31_YEAST,0.57,0.48,0.54,0.22,0.5,0,0.5,0.11)
    81      1:CYT      2:NUC   +   0.498 (LCF2_YEAST,0.35,0.46,0.49,0.15,1,0,0.55,0.35)
    82      1:CYT      1:CYT       0.416 (SAR1_YEAST,0.59,0.54,0.53,0.14,0.5,0,0.48,0.22)
    83      1:CYT      1:CYT       0.571 (RL3B_YEAST,0.43,0.33,0.67,0.12,0.5,0,0.43,0.23)
    84      1:CYT      1:CYT       0.29 (TRPF_YEAST,0.62,0.6,0.54,0.22,0.5,0,0.54,0.27)
    85      1:CYT      1:CYT       0.571 (PMM_YEAST,0.54,0.51,0.56,0.15,0.5,0,0.54,0.31)
    86      1:CYT      4:ME3   +   0.992 (TCPA_YEAST,0.5,0.49,0.46,0.22,0.5,0,0.53,0.25)
    87      1:CYT      1:CYT       0.44 (DHE2_YEAST,0.59,0.43,0.52,0.19,0.5,0,0.55,0.27)
    88      1:CYT      1:CYT       0.992 (TAL1_YEAST,0.63,0.64,0.49,0.2,0.5,0,0.52,0.25)
    89      1:CYT      1:CYT       0.444 (RL3A_YEAST,0.43,0.33,0.67,0.12,0.5,0,0.45,0.23)
    90      1:CYT      1:CYT       0.992 (RL44_YEAST,0.34,0.34,0.65,0.4,0.5,0,0.32,0.16)
    91      6:ME1      6:ME1       0.499 (SGE1_YEAST,0.85,0.69,0.34,0.31,0.5,0,0.57,0.3)
    92      6:ME1      5:ME2   +   0.498 (IRE1_YEAST,0.89,0.81,0.36,0.71,0.5,0,0.55,0.63)
    93      6:ME1      7:EXC   +   0.996 (YAF3_YEAST,0.77,0.78,0.27,0.37,0.5,0,0.49,0.22)
    94      7:EXC      3:MIT   +   0.333 (SS10_YEAST,0.77,0.73,0.49,0.46,0.5,0,0.38,0.22)
    95      7:EXC      7:EXC       0.992 (INV2_YEAST,0.74,0.82,0.46,0.24,0.5,0,0.48,0.22)
    96      7:EXC      1:CYT   +   0.325 (MFA3_YEAST,0.8,0.81,0.55,0.35,0.5,0,0.42,0.22)
    97      4:ME3      1:CYT   +   0.996 (YAC2_YEAST,0.49,0.53,0.36,0.15,0.5,0,0.52,0.27)
    98      4:ME3      1:CYT   +   0.333 (MEP1_YEAST,0.47,0.6,0.35,0.21,0.5,0,0.52,0.22)
    99      4:ME3      1:CYT   +   0.4 (HXT1_YEAST,0.3,0.5,0.34,0.26,0.5,0,0.51,0.22)
   100      4:ME3      3:MIT   +   0.4 (PUT4_YEAST,0.58,0.53,0.33,0.26,0.5,0,0.51,0.22)
   101      4:ME3      2:NUC   +   0.571 (TRK1_YEAST,0.55,0.39,0.39,0.47,0.5,0,0.5,0.83)
   102      4:ME3      4:ME3       0.333 (YBT6_YEAST,0.54,0.44,0.38,0.22,0.5,0,0.54,0.3)
   103      4:ME3      2:NUC   +   0.498 (FU34_YEAST,0.37,0.34,0.32,0.22,0.5,0,0.56,0.22)
   104      4:ME3     10:ERL   +   0.992 (SED4_YEAST,0.52,0.55,0.39,0.09,1,0,0.55,0.25)
   105      4:ME3      1:CYT   +   0.499 (YCD8_YEAST,0.3,0.68,0.41,0.17,0.5,0,0.51,0.22)
   106      4:ME3      3:MIT   +   0.665 (YHU2_YEAST,0.6,0.68,0.3,0.27,0.5,0,0.55,0.22)
   107      4:ME3      4:ME3       0.992 (HXT7_YEAST,0.45,0.57,0.3,0.17,0.5,0,0.51,0.22)
   108      4:ME3      2:NUC   +   0.2 (FCY2_YEAST,0.46,0.35,0.33,0.17,0.5,0,0.55,0.22)
   109      4:ME3      1:CYT   +   0.5 (YBI8_YEAST,0.45,0.5,0.43,0.16,0.5,0,0.52,0.28)
   110      4:ME3      1:CYT   +   0.375 (SLY4_YEAST,0.4,0.43,0.36,0.33,0.5,0,0.51,0.22)
   111      9:POX      3:MIT   +   0.992 (YKS8_YEAST,0.74,0.75,0.45,0.44,0.5,0,0.52,0.22)
   112      5:ME2      1:CYT   +   0.2 (GOG5_YEAST,0.69,0.48,0.38,0.15,0.5,0,0.55,0.22)
   113      5:ME2      3:MIT   +   0.498 (YKW0_YEAST,0.81,0.9,0.39,0.41,0.5,0,0.53,0.22)
   114      5:ME2      1:CYT   +   0.45 (GDA1_YEAST,0.91,0.69,0.57,0.45,0.5,0,0.56,0.22)
   115      5:ME2      4:ME3   +   0.498 (YAG3_YEAST,0.88,0.75,0.41,0.36,0.5,0,0.43,0.22)
   116      8:VAC      1:CYT   +   0.665 (VP34_YEAST,0.57,0.47,0.48,0.17,0.5,0,0.52,0.26)
   117      8:VAC      1:CYT   +   0.357 (VATD_YEAST,0.48,0.49,0.49,0.26,0.5,0,0.39,0.27)
   118      8:VAC      2:NUC   +   0.417 (VATE_YEAST,0.6,0.37,0.52,0.15,0.5,0,0.55,0.26)
     1      2:NUC      1:CYT   +   0.992 (IXR1_YEAST,0.42,0.32,0.61,0.13,0.5,0,0.14,0.27)
     2      2:NUC      7:EXC   +   0.992 (KAR1_YEAST,0.23,0.34,0.41,0.28,0.5,0,0.5,0.27)
     3      2:NUC      1:CYT   +   0.499 (ROX1_YEAST,0.5,0.36,0.64,0.37,0.5,0,0.37,0.33)
     4      2:NUC      1:CYT   +   0.992 (SP10_YEAST,0.27,0.46,0.52,0.17,0.5,0,0.49,0.44)
     5      2:NUC      1:CYT   +   0.992 (RPC4_YEAST,0.36,0.49,0.55,0.21,0.5,0,0.55,0.33)
     6      2:NUC      2:NUC       0.333 (DPOX_YEAST,0.32,0.49,0.53,0.28,0.5,0,0.5,0.5)
     7      2:NUC      1:CYT   +   0.498 (TF3A_YEAST,0.41,0.59,0.65,0.14,0.5,0,0.49,0.33)
     8      2:NUC      1:CYT   +   0.4 (SWI5_YEAST,0.41,0.39,0.61,0.17,0.5,0,0.5,0.61)
     9      2:NUC      2:NUC       0.4 (PR22_YEAST,0.68,0.39,0.5,0.15,0.5,0,0.48,0.37)
    10      2:NUC      1:CYT   +   0.992 (STE5_YEAST,0.45,0.57,0.52,0.21,0.5,0,0.54,0.38)
    11      2:NUC      2:NUC       0.498 (TFC3_YEAST,0.47,0.38,0.5,0.15,0.5,0,0.49,0.47)
    12      2:NUC      1:CYT   +   0.367 (TBF1_YEAST,0.44,0.65,0.49,0.16,0.5,0,0.48,0.31)
    13      2:NUC      1:CYT   +   0.992 (GCR2_YEAST,0.54,0.56,0.57,0.18,0.5,0,0.45,0.25)
    14      2:NUC      1:CYT   +   0.393 (NUF1_YEAST,0.51,0.34,0.49,0.16,0.5,0,0.53,0.21)
    15      2:NUC      1:CYT   +   0.992 (MR11_YEAST,0.39,0.3,0.56,0.12,0.5,0,0.53,0.38)
    16      2:NUC      2:NUC       0.498 (NOT4_YEAST,0.47,0.44,0.53,0.18,0.5,0,0.47,0.29)
    17      2:NUC      1:CYT   +   0.357 (RRN6_YEAST,0.6,0.57,0.52,0.14,0.5,0,0.46,0.48)
    18      2:NUC      2:NUC       0.992 (H2B1_YEAST,0.32,0.34,0.61,0.17,0.5,0,0.52,0.32)
    19      2:NUC      1:CYT   +   0.416 (SRB2_YEAST,0.49,0.48,0.51,0.21,0.5,0,0.53,0.22)
    20      2:NUC      4:ME3   +   0.992 (MSH4_YEAST,0.49,0.46,0.42,0.46,0.5,0,0.55,0.22)
    21      2:NUC      2:NUC       0.992 (SOF1_YEAST,0.36,0.32,0.55,0.27,0.5,0,0.47,0.43)
    22      2:NUC      3:MIT   +   0.992 (NAB3_YEAST,0.42,0.28,0.57,0.18,0.5,0,0.42,0.22)
    23      2:NUC      2:NUC       0.498 (SPT2_YEAST,0.37,0.48,0.67,0.37,0.5,0,0.56,0.62)
    24      2:NUC      2:NUC       0.992 (KAR3_YEAST,0.34,0.31,0.6,0.37,0.5,0,0.5,0.3)
    25      2:NUC      2:NUC       0.713 (MAC1_YEAST,0.52,0.49,0.57,0.57,0.5,0,0.51,0.22)
    26      2:NUC      2:NUC       0.428 (SP21_YEAST,0.44,0.59,0.54,0.18,0.5,0,0.49,0.22)
    27      2:NUC      2:NUC       0.4 (PDR4_YEAST,0.57,0.53,0.6,0.28,0.5,0,0.52,0.45)
    28      2:NUC      2:NUC       0.428 (RA54_YEAST,0.43,0.41,0.51,0.34,0.5,0,0.49,0.28)
    29      2:NUC      2:NUC       0.992 (TOA1_YEAST,0.57,0.29,0.63,0.22,0.5,0,0.49,0.27)
    30      2:NUC      1:CYT   +   0.389 (KEM1_YEAST,0.59,0.53,0.47,0.26,0.5,0,0.53,0.31)
    31      2:NUC      1:CYT   +   0.996 (RPB4_YEAST,0.38,0.44,0.55,0.44,0.5,0,0.47,0.51)
    32      2:NUC      1:CYT   +   0.571 (SKI3_YEAST,0.32,0.6,0.48,0.13,0.5,0,0.53,0.22)
    33      2:NUC      2:NUC       0.992 (GSP1_YEAST,0.58,0.48,0.56,0.1,0.5,0,0.46,0.25)
    34      2:NUC      2:NUC       0.428 (TF2D_YEAST,0.37,0.29,0.45,0.15,0.5,0,0.49,0.22)
    35      2:NUC      2:NUC       0.399 (RN14_YEAST,0.37,0.58,0.5,0.22,0.5,0,0.47,0.22)
    36      2:NUC      3:MIT   +   0.992 (RFC4_YEAST,0.55,0.45,0.58,0.25,0.5,0,0.49,0.22)
    37      3:MIT      1:CYT   +   0.498 (IS42_YEAST,0.58,0.55,0.52,0.22,0.5,0,0.44,0.22)
    38      3:MIT      1:CYT   +   0.599 (EFTU_YEAST,0.61,0.73,0.5,0.58,0.5,0,0.5,0.22)
    39      3:MIT      4:ME3   +   0.384 (RPM2_YEAST,0.42,0.49,0.49,0.36,0.5,0,0.57,0.26)
    40      3:MIT      3:MIT       0.992 (FMT_YEAST,0.59,0.56,0.5,0.48,0.5,0,0.46,0.22)
    41      3:MIT      3:MIT       0.444 (THDH_YEAST,0.5,0.53,0.45,0.44,0.5,0,0.49,0.22)
    42      3:MIT      2:NUC   +   0.666 (HEMZ_YEAST,0.47,0.45,0.53,0.62,0.5,0,0.46,0.22)
    43      3:MIT      1:CYT   +   0.414 (IF2M_YEAST,0.55,0.49,0.5,0.46,0.5,0,0.52,0.25)
    44      3:MIT      2:NUC   +   0.461 (RTPT_YEAST,0.48,0.45,0.59,0.35,0.5,0,0.55,0.3)
    45      3:MIT      1:CYT   +   0.499 (NDI1_YEAST,0.53,0.61,0.51,0.49,0.5,0,0.54,0.27)
    46      3:MIT      2:NUC   +   0.665 (GRPE_YEAST,0.45,0.48,0.63,0.67,0.5,0,0.48,0.22)
    47      3:MIT      3:MIT       0.5 (PUT1_YEAST,0.6,0.59,0.47,0.47,0.5,0,0.53,0.22)
    48      3:MIT      1:CYT   +   0.996 (RMAR_YEAST,0.66,0.37,0.6,0.25,0.5,0,0.69,0.22)
    49      3:MIT      3:MIT       0.499 (ILV5_YEAST,0.57,0.61,0.55,0.67,0.5,0,0.48,0.22)
    50      3:MIT      1:CYT   +   0.665 (RMR3_YEAST,0.51,0.45,0.62,0.25,0.5,0,0.59,0.22)
    51      3:MIT      1:CYT   +   0.996 (NAM1_YEAST,0.51,0.46,0.54,0.41,0.5,0,0.53,0.22)
    52      3:MIT      2:NUC   +   0.992 (ATP6_YEAST,0.52,0.64,0.34,0.16,0.5,0,0.57,0.22)
    53      1:CYT      1:CYT       0.992 (IF52_YEAST,0.44,0.54,0.51,0.16,0.5,0,0.58,0.22)
