

=== Predictions under cross-validation ===

 inst#     actual  predicted error prediction (x-box,y-box,width,high,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx)
   277        8:H        8:H       0.97 (3,3,3,5,2,7,9,14,3,7,3,8,3,8,0,8)
   278        8:H        8:H       0.748 (3,2,4,3,3,8,7,5,6,7,6,8,6,8,4,7)
   279        8:H        8:H       0.993 (2,7,3,4,2,7,6,14,2,7,8,8,3,8,0,8)
   280        8:H        8:H       0.55 (3,7,5,5,5,6,7,6,6,7,6,10,3,8,3,9)
   281        8:H       13:M   +   0.778 (5,10,7,8,10,9,6,4,4,6,6,7,8,7,7,6)
   282        8:H        8:H       0.996 (4,7,5,5,4,8,6,13,1,7,7,8,3,8,0,8)
   283        8:H        9:I   +   0.731 (1,0,1,0,0,7,8,10,1,7,6,8,2,8,0,8)
   284        8:H        8:H       0.995 (5,6,6,8,3,7,8,15,0,7,5,8,3,8,0,8)
   285        8:H        6:F   +   0.353 (6,7,8,5,5,5,9,3,6,10,9,9,4,9,4,7)
   286        8:H        8:H       0.662 (4,5,7,4,4,8,6,3,6,10,5,8,5,7,4,8)
   287        8:H       21:U   +   0.557 (5,9,6,7,6,7,5,13,2,7,9,8,3,9,0,8)
   288        8:H        8:H       0.992 (6,11,6,8,3,7,5,15,1,7,9,8,3,8,0,8)
   289        8:H       18:R   +   0.801 (5,10,7,8,7,6,8,5,5,7,6,7,6,7,6,11)
   290        8:H       18:R   +   0.998 (4,8,5,6,5,6,7,5,4,7,5,8,3,7,6,11)
   291        8:H        8:H       0.853 (4,5,6,4,4,7,7,3,6,10,6,8,3,8,3,7)
   292        8:H        8:H       0.996 (6,11,6,8,6,7,8,14,1,7,5,8,3,8,0,8)
   293        8:H        8:H       0.893 (2,6,3,4,2,7,6,12,2,7,8,8,3,9,0,8)
   294        8:H        8:H       0.95 (6,11,9,8,9,7,7,6,7,7,6,8,6,8,4,8)
   295        8:H        8:H       0.703 (5,6,8,4,5,8,7,3,6,10,5,8,4,9,4,8)
   296        8:H       15:O   +   0.922 (2,1,3,2,2,8,8,6,5,7,6,8,3,8,3,8)
   297        8:H        8:H       0.998 (4,10,4,7,2,7,6,15,1,7,8,8,3,8,0,8)
   298        8:H       25:Y   +   0.984 (3,4,5,6,5,8,11,4,2,8,7,6,4,11,8,4)
   299        8:H        8:H       0.58 (1,0,2,1,0,7,7,11,1,7,6,8,3,8,0,8)
   300        8:H       24:X   +   0.334 (3,6,5,4,6,9,7,4,4,6,6,8,7,8,6,7)
   301       13:M       13:M       0.999 (4,9,5,6,3,7,7,12,1,7,9,8,8,6,0,8)
   302       13:M       11:K   +   0.375 (8,10,12,8,9,4,8,3,5,10,10,10,13,8,5,8)
   303       13:M       23:W   +   0.781 (5,11,6,9,8,7,10,6,3,7,6,8,8,10,7,8)
   304       13:M       13:M       0.985 (5,6,7,4,5,11,6,3,4,9,2,6,7,6,2,8)
   305       13:M       13:M       0.922 (5,9,8,6,10,7,7,3,2,7,4,8,15,6,3,7)
   306       13:M       13:M       0.995 (3,3,6,2,3,8,5,3,4,10,7,9,7,5,2,8)
   307       13:M       13:M       0.999 (3,7,4,5,4,8,6,5,4,7,7,8,7,5,2,7)
   308       13:M       13:M       0.962 (6,12,7,6,5,7,3,2,2,8,4,10,8,1,2,8)
   309       13:M       13:M       0.999 (5,11,7,8,9,6,6,5,5,7,7,11,11,6,2,9)
   310       13:M       13:M       0.999 (5,11,6,9,4,8,7,12,2,6,9,8,9,6,0,8)
   311       13:M       13:M       0.999 (5,9,7,6,7,7,7,2,4,9,8,9,7,6,2,8)
   312       13:M       13:M       0.731 (10,12,10,7,5,11,12,6,4,4,7,9,8,12,2,7)
   313       13:M       13:M       0.969 (7,11,8,8,4,7,7,13,2,7,10,8,9,6,0,8)
   314       13:M       13:M       0.65 (5,6,7,6,8,7,7,4,4,7,6,8,10,7,5,5)
   315       13:M       13:M       0.997 (2,1,3,2,1,7,6,10,1,7,9,8,7,6,0,8)
   316       13:M       13:M       1 (4,4,4,6,3,8,7,12,1,6,9,8,8,6,0,8)
   317       13:M       13:M       0.992 (3,7,4,5,3,7,7,11,1,7,9,8,8,6,0,8)
   318       13:M       13:M       0.978 (6,4,6,7,4,7,7,13,2,7,9,8,9,6,0,8)
   319       13:M       13:M       1 (6,9,9,6,7,9,6,2,5,9,5,7,8,6,2,8)
   320       13:M       13:M       0.988 (1,0,2,0,0,8,6,10,0,7,8,8,6,6,0,8)
   321       13:M       13:M       0.953 (7,9,10,7,6,8,6,2,5,9,6,8,10,8,3,8)
   322       13:M       14:N   +   0.775 (6,9,7,4,3,8,10,4,5,5,5,8,8,8,2,7)
   323       13:M       13:M       0.99 (4,7,6,5,5,11,6,3,4,9,3,6,7,6,2,8)
   324       13:M       13:M       0.787 (7,7,10,6,11,9,7,5,5,7,6,7,11,9,7,3)
   325       13:M       13:M       0.999 (4,10,6,8,6,7,6,6,5,7,7,9,8,5,2,8)
   326       13:M        4:D   +   0.653 (5,9,7,6,7,9,7,5,5,6,7,5,8,7,3,5)
   327       13:M       11:K   +   0.869 (4,6,7,4,5,4,7,3,4,11,10,10,5,7,2,6)
   328       13:M       15:O   +   0.603 (3,6,5,4,5,7,7,6,4,7,5,8,5,9,6,8)
   329       13:M       13:M       0.886 (3,6,6,4,7,6,5,3,1,6,5,8,7,7,2,8)
   330       13:M       13:M       1 (4,5,4,7,4,7,7,12,2,7,9,8,8,5,0,8)
   331       13:M       13:M       1 (5,5,8,3,4,10,6,3,5,9,5,7,10,6,2,8)
   332       13:M       13:M       0.999 (3,2,4,3,4,8,6,6,4,7,7,8,7,6,2,7)
   333       13:M       13:M       0.996 (2,0,2,1,1,7,6,10,0,7,8,8,6,6,0,8)
   334       13:M       11:K   +   0.955 (5,8,8,6,5,3,7,4,5,11,12,11,5,8,2,7)
   335       13:M       13:M       0.999 (5,10,6,8,4,7,7,12,2,7,9,8,9,6,0,8)
   336       13:M       13:M       0.986 (1,0,2,0,1,7,6,9,0,7,8,8,5,6,0,8)
   337       13:M       23:W   +   0.25 (6,9,8,7,9,7,9,7,5,7,6,8,10,10,8,6)
   338       13:M       13:M       0.999 (3,2,5,3,3,7,6,6,5,6,7,7,8,6,2,7)
   339       13:M       13:M       0.998 (4,8,6,6,7,7,6,5,5,7,7,10,10,5,2,8)
   340       13:M       13:M       0.997 (5,2,7,4,5,8,6,6,5,6,7,7,10,6,3,6)
   341       13:M       13:M       0.995 (4,4,7,3,4,7,7,3,4,9,8,9,9,7,2,9)
   342       13:M       13:M       1 (4,2,5,4,4,8,6,6,4,6,7,8,8,6,2,7)
   343       13:M       13:M       0.996 (2,0,2,1,1,7,6,10,0,7,8,8,6,6,0,8)
   344       13:M       13:M       0.897 (5,11,8,8,11,10,7,3,4,8,4,7,12,6,7,4)
   345       13:M       13:M       0.992 (6,10,7,8,4,7,7,13,2,7,9,8,9,6,0,8)
   346       13:M        7:G   +   0.729 (6,8,8,6,8,7,8,7,5,6,6,8,7,9,8,11)
   347       13:M       13:M       0.999 (2,0,3,1,1,7,6,10,0,7,9,8,7,6,0,8)
   348       13:M       13:M       0.999 (3,7,5,5,5,9,6,6,4,6,7,6,7,5,2,6)
   349       13:M       13:M       0.999 (6,7,8,5,6,8,6,2,5,9,8,8,8,4,2,7)
   350       13:M       13:M       0.989 (7,7,9,5,7,5,7,3,5,10,9,10,9,5,4,8)
   351       13:M       13:M       1 (7,9,10,6,7,5,6,3,5,9,10,10,8,5,2,7)
   352       13:M       13:M       0.998 (3,7,4,5,4,8,5,11,1,6,8,8,6,5,0,7)
   353       13:M       13:M       1 (5,9,8,7,7,10,6,2,4,9,5,7,7,6,2,8)
   354       13:M       23:W   +   0.602 (9,13,10,8,6,11,11,7,3,4,7,9,9,13,3,6)
   355       13:M       13:M       1 (5,8,7,6,8,8,7,6,5,6,7,8,8,6,2,7)
   356       13:M       13:M       0.915 (11,12,11,7,6,6,9,5,4,4,4,11,11,14,3,8)
   357       13:M       13:M       0.999 (3,7,4,5,3,8,7,11,1,6,9,8,8,6,0,8)
   358       13:M       13:M       0.997 (4,4,5,3,4,9,6,6,4,6,7,5,9,5,3,6)
   359       13:M       13:M       0.999 (4,10,6,7,6,8,6,5,5,7,7,8,11,5,2,8)
   360       13:M       14:N   +   0.373 (13,14,13,8,6,5,9,5,7,4,3,11,9,9,2,8)
   361       13:M       15:O   +   0.322 (6,10,8,8,9,8,7,7,5,6,5,8,10,8,10,12)
   362       13:M       13:M       0.996 (6,5,7,8,4,8,7,13,2,7,9,8,9,6,0,8)
   363       13:M       13:M       0.996 (3,7,5,5,5,8,7,5,4,6,7,8,7,6,2,7)
   364        6:F       20:T   +   0.894 (7,10,6,5,3,5,11,3,4,11,7,4,2,8,6,4)
   365        6:F        6:F       0.996 (3,5,3,3,2,6,10,4,5,10,9,5,2,10,3,6)
   366        6:F        6:F       0.998 (1,0,1,0,0,3,11,4,3,11,9,7,0,8,2,8)
   367        6:F        6:F       0.967 (5,8,7,6,4,7,10,2,6,13,6,5,2,10,2,8)
   368        6:F       14:N   +   0.432 (5,11,8,8,9,5,10,0,4,9,7,6,6,9,5,2)
   369        6:F        6:F       0.934 (4,9,6,7,4,5,11,4,6,11,10,5,2,10,3,5)
   370        6:F        6:F       0.906 (3,8,5,6,3,4,11,6,5,11,10,5,2,9,2,5)
   371        6:F       19:S   +   0.446 (4,7,5,8,6,6,9,4,4,7,7,6,4,9,9,8)
   372        6:F        6:F       0.991 (4,6,6,4,3,6,11,4,5,12,7,5,2,9,2,6)
   373        6:F        6:F       0.992 (4,8,4,6,2,1,11,5,7,12,11,9,0,8,2,6)
   374        6:F        6:F       0.999 (4,7,4,5,2,1,12,4,4,12,11,7,0,8,1,6)
   375        6:F       19:S   +   0.515 (7,12,6,6,3,6,8,2,7,10,7,6,2,10,5,6)
   376        6:F        6:F       0.989 (3,8,5,6,4,6,10,3,6,10,9,5,5,10,3,6)
   377        6:F        6:F       1 (1,0,1,0,0,3,12,4,2,11,8,6,0,8,2,7)
   378        6:F        6:F       1 (3,8,3,5,1,1,13,4,3,12,10,6,0,8,2,6)
   379        6:F        6:F       0.958 (2,1,3,2,1,5,11,3,5,11,9,5,1,9,3,6)
   380        6:F        6:F       0.963 (3,5,5,3,2,6,12,3,5,13,7,3,1,10,2,6)
   381        6:F        4:D   +   0.899 (4,9,6,6,5,8,8,2,6,12,5,6,3,8,3,8)
   382        6:F        6:F       0.986 (2,3,2,1,1,5,11,3,5,11,9,5,1,9,3,6)
   383        6:F        6:F       0.988 (3,2,4,4,3,5,10,3,5,10,9,5,1,10,3,6)
   384        6:F        6:F       0.44 (9,14,8,8,6,7,11,3,4,12,6,4,6,8,9,5)
   385        6:F       19:S   +   0.858 (6,10,8,7,8,8,8,6,4,8,6,7,5,11,9,11)
   386        6:F        5:E   +   0.257 (5,8,6,6,6,7,8,6,4,8,6,8,3,11,8,11)
   387        6:F        6:F       1 (3,9,4,6,1,1,14,5,3,12,10,5,0,8,2,6)
   388        6:F        6:F       1 (4,11,5,8,2,1,12,5,4,11,10,7,0,8,3,6)
   389        6:F        6:F       0.995 (1,3,3,1,1,6,10,3,4,13,7,5,1,9,1,7)
   390        6:F        6:F       1 (3,3,3,4,1,1,12,5,4,11,10,7,0,8,3,7)
   391        6:F        6:F       0.892 (3,5,5,3,2,6,12,4,5,13,6,2,1,10,2,6)
   392        6:F        6:F       1 (3,3,4,4,1,2,13,5,4,12,10,6,0,8,2,6)
   393        6:F        6:F       0.968 (4,8,6,6,4,4,11,2,6,11,10,6,1,10,3,6)
   394        6:F       14:N   +   0.364 (5,11,5,6,4,8,8,2,4,10,5,6,4,9,7,7)
   395        6:F        6:F       0.963 (2,3,3,1,1,6,11,3,5,13,6,4,1,9,1,7)
   396        6:F        6:F       0.952 (3,5,4,8,2,0,12,4,6,12,12,9,0,8,2,6)
   397        6:F        2:B   +   0.765 (7,10,6,6,4,9,7,3,5,11,5,6,4,9,6,9)
   398        6:F        6:F       0.525 (6,9,8,10,8,6,10,4,4,9,7,6,5,8,9,8)
   399        6:F       23:W   +   0.789 (4,8,7,6,7,8,8,1,4,9,7,7,6,11,4,6)
   400        6:F        6:F       0.969 (4,11,5,8,2,1,11,5,7,12,12,10,0,8,2,6)
   401        6:F       16:P   +   0.68 (6,10,9,8,4,4,14,3,4,13,7,3,1,10,2,6)
   402        6:F        6:F       0.979 (2,1,2,2,1,5,10,3,5,10,9,5,1,10,2,7)
   403        6:F       19:S   +   0.383 (4,8,6,9,7,7,8,4,4,7,6,7,5,9,10,8)
   404        6:F        6:F       0.995 (5,9,7,7,4,6,10,2,6,13,7,5,1,10,2,7)
   405        6:F        6:F       1 (4,8,4,6,3,1,12,3,4,11,10,7,0,8,2,6)
   406        6:F       16:P   +   0.499 (4,6,6,4,2,8,10,2,6,13,5,3,2,10,2,8)
   407        6:F        6:F       0.817 (2,3,3,1,1,5,11,2,5,13,6,4,1,9,1,8)
   408        6:F        6:F       0.992 (3,4,5,3,2,7,9,2,6,13,6,5,1,9,2,7)
   409        6:F        6:F       0.998 (3,2,4,3,2,6,10,4,5,10,9,5,2,9,3,6)
   410        6:F        4:D   +   0.46 (9,13,8,7,5,9,7,3,5,11,4,5,4,9,7,9)
   411        6:F       19:S   +   0.324 (6,8,8,10,9,7,9,5,5,8,6,7,4,9,8,8)
   412        6:F       24:X   +   0.374 (3,5,5,6,5,7,9,4,4,7,6,7,4,9,8,9)
   413        6:F        2:B   +   0.765 (6,12,6,6,4,9,7,3,4,10,5,6,3,9,6,9)
   414        6:F        6:F       0.995 (3,5,3,4,2,6,10,4,5,10,9,4,2,10,2,6)
   415        6:F       14:N   +   0.482 (6,11,9,8,9,7,7,6,4,8,6,8,5,12,10,12)
   416        6:F        4:D   +   0.765 (5,11,7,8,6,9,8,1,6,13,5,5,3,8,3,9)
   417        6:F        6:F       0.955 (5,11,7,8,5,7,9,1,6,13,6,5,1,10,2,8)
   418        6:F        6:F       0.996 (5,7,7,5,4,6,11,5,6,12,8,5,2,9,2,6)
   419        6:F        6:F       0.961 (4,7,6,5,3,5,11,4,5,13,7,4,2,10,2,7)
   420        6:F        6:F       0.82 (6,9,8,7,5,8,9,1,7,14,5,5,2,9,3,9)
   421        6:F        6:F       0.998 (1,0,1,0,0,3,11,4,3,11,9,7,0,8,2,8)
   422        6:F       19:S   +   0.575 (4,6,5,7,6,7,9,5,4,8,6,7,4,10,9,7)
   423        6:F        7:G   +   0.377 (5,9,7,6,7,7,6,6,4,7,6,8,4,10,8,11)
   424        6:F        6:F       0.984 (3,5,5,3,2,6,12,3,5,13,7,4,1,10,2,6)
   425        6:F        6:F       0.88 (5,11,6,8,5,4,10,5,6,11,11,6,2,10,3,5)
   426        6:F        6:F       0.98 (3,8,3,6,2,1,11,3,5,11,11,9,0,8,2,7)
   427        1:A        1:A       0.997 (6,10,6,5,4,12,3,6,2,12,2,10,5,3,3,10)
   428        1:A        1:A       1 (3,8,6,5,2,8,5,3,1,7,1,8,2,7,2,8)
   429        1:A        1:A       1 (4,8,7,6,5,6,5,2,3,4,2,6,2,6,3,4)
   430        1:A        1:A       0.994 (1,3,2,2,1,10,3,2,1,9,2,9,1,6,1,8)
   431        1:A       13:M   +   0.959 (6,9,9,8,8,7,8,2,4,7,7,8,6,5,5,6)
   432        1:A        1:A       1 (3,6,5,4,1,9,4,3,1,8,1,8,3,6,2,8)
   433        1:A        1:A       0.995 (6,10,6,5,3,12,3,6,2,12,2,10,4,3,3,10)
   434        1:A        1:A       1 (2,1,4,2,1,7,2,2,1,6,2,8,2,7,2,7)
   435        1:A        1:A       1 (4,9,6,7,4,12,3,3,2,10,1,9,2,7,3,8)
   436        1:A       13:M   +   0.549 (8,15,6,8,4,9,3,3,2,8,4,11,6,4,5,8)
   437        1:A       24:X   +   0.493 (3,5,5,5,4,8,8,2,4,7,7,8,5,9,4,7)
   438        1:A        1:A       1 (2,7,4,4,1,8,4,3,2,7,2,8,3,6,2,8)
   439        1:A        1:A       1 (3,9,5,6,2,6,5,3,1,6,1,8,2,7,2,7)
   440        1:A        1:A       0.989 (4,10,6,8,4,13,2,4,3,11,1,9,3,7,4,10)
   441        1:A        1:A       1 (3,6,5,4,3,8,3,2,2,6,2,7,2,6,2,6)
   442        1:A        1:A       0.999 (4,10,7,7,2,7,7,3,0,6,0,8,2,7,2,8)
   443        1:A        1:A       1 (2,6,4,4,2,8,3,2,2,7,1,8,2,6,2,6)
   444        1:A        1:A       1 (4,5,6,8,2,8,4,3,2,7,1,8,3,7,2,8)
   445        1:A        1:A       1 (3,5,5,8,2,8,5,3,1,7,0,8,2,7,2,8)
   446        1:A        1:A       0.999 (1,0,2,0,0,7,4,2,0,7,2,8,2,7,1,8)
   447        1:A        1:A       1 (2,2,4,3,2,6,2,2,2,5,2,8,2,6,2,6)
   448        1:A        1:A       1 (3,6,5,4,2,10,3,2,2,8,3,10,2,6,2,7)
   449        1:A        1:A       1 (4,9,6,7,4,12,2,3,3,10,2,9,2,6,4,8)
   450        1:A        1:A       1 (3,5,5,4,2,11,2,2,2,9,2,9,2,6,2,8)
   451        1:A        1:A       1 (3,8,6,6,3,12,2,2,2,10,2,9,2,6,2,8)
   452        1:A        2:B   +   0.324 (6,11,8,8,8,8,7,6,5,6,6,9,6,8,7,3)
   453        1:A        1:A       0.638 (8,15,6,8,4,8,3,3,2,7,4,11,5,5,4,7)
   454        1:A       18:R   +   0.468 (4,9,6,7,6,7,8,8,4,6,6,9,3,7,8,5)
   455        1:A       14:N   +   0.564 (4,8,6,7,6,9,8,3,4,6,7,7,5,8,5,5)
   456        1:A        1:A       1 (3,10,5,8,4,6,3,1,2,5,2,8,2,5,3,6)
   457        1:A        1:A       1 (4,11,7,8,4,12,2,3,3,10,2,9,3,7,4,9)
   458        1:A        1:A       1 (3,8,5,6,3,10,4,2,2,8,2,10,2,6,3,8)
   459        1:A       14:N   +   0.752 (3,7,5,6,4,6,8,2,4,7,7,9,5,9,3,7)
   460        1:A       24:X   +   0.623 (4,7,6,6,5,8,8,2,4,7,7,8,5,7,4,5)
   461        1:A        1:A       1 (3,2,5,3,2,6,2,2,1,5,2,8,2,7,3,5)
   462        1:A        1:A       1 (2,1,3,2,1,8,2,2,1,7,2,8,2,7,2,7)
   463        1:A        1:A       1 (3,7,5,5,3,11,2,3,2,10,2,9,3,7,3,9)
   464        1:A        1:A       1 (3,10,5,7,2,6,6,3,1,6,0,8,2,7,1,7)
   465        1:A        1:A       1 (2,3,4,2,1,6,2,2,2,5,2,8,2,6,2,6)
   466        1:A        1:A       1 (2,2,4,3,1,6,2,2,2,5,2,8,2,6,2,6)
   467        1:A        8:H   +   0.862 (7,10,10,9,8,6,8,3,6,7,8,10,6,8,4,8)
   468        1:A        1:A       1 (4,9,6,6,2,8,3,3,3,7,2,8,3,6,3,8)
   469        1:A        1:A       0.888 (5,10,9,8,7,11,5,1,5,9,1,5,3,7,5,9)
   470        1:A        1:A       1 (3,9,5,7,4,12,3,2,2,10,2,9,2,6,3,7)
   471        1:A        1:A       1 (2,7,4,5,2,8,3,2,2,7,1,8,2,6,2,7)
   472        1:A        1:A       1 (3,6,6,8,2,9,4,3,2,8,1,8,3,7,2,8)
   473        1:A        1:A       1 (3,4,5,3,2,10,2,3,1,9,2,9,2,6,2,8)
   474        1:A        1:A       1 (3,7,5,5,3,11,2,3,2,10,2,9,2,6,3,9)
   475        1:A        1:A       1 (3,8,5,6,3,12,2,3,2,10,2,9,2,6,2,8)
   476        1:A       14:N   +   0.397 (5,8,7,7,6,9,7,3,4,7,7,6,5,10,4,6)
   477        1:A       23:W   +   0.379 (5,6,7,5,5,8,8,3,5,7,8,8,5,9,4,6)
   478        1:A        1:A       1 (3,8,5,6,3,12,2,3,2,11,2,9,2,6,3,9)
   479        1:A        1:A       0.738 (9,15,7,8,4,8,1,2,2,9,4,12,4,5,5,6)
   480        1:A        1:A       1 (2,1,3,1,0,7,4,2,0,7,2,8,2,7,1,8)
   481        1:A        1:A       1 (2,2,4,3,2,7,2,2,2,6,1,8,2,6,2,7)
   482        1:A        1:A       0.958 (5,13,5,7,4,11,2,4,2,11,4,11,5,3,4,10)
   483        1:A        1:A       1 (4,9,7,7,4,9,3,2,3,6,1,7,2,6,2,7)
   484        1:A        1:A       1 (3,8,5,6,3,6,5,3,0,6,1,8,2,6,1,7)
   485        1:A        1:A       1 (2,7,4,4,1,8,4,3,1,7,1,8,2,6,2,8)
   486        1:A        1:A       1 (3,8,6,6,3,12,2,3,2,10,2,9,2,6,3,8)
   487        1:A        1:A       1 (2,8,4,6,2,7,6,3,1,6,0,8,2,7,1,7)
   488        1:A        1:A       1 (3,2,5,3,2,8,2,2,2,7,1,8,2,6,2,7)
   489        1:A        1:A       1 (3,9,6,6,2,8,4,3,2,7,1,8,3,7,3,8)
   490       18:R       18:R       0.826 (3,5,6,4,4,8,7,3,5,10,4,6,3,7,4,10)
   491       18:R       18:R       0.762 (2,3,3,2,2,9,6,4,5,9,4,7,2,7,4,10)
   492       18:R       13:M   +   0.737 (7,13,7,7,6,8,7,3,5,9,4,8,6,6,7,6)
   493       18:R       18:R       0.977 (4,9,5,6,4,10,6,4,5,10,3,7,3,7,4,11)
   494       18:R        4:D   +   0.393 (3,4,4,3,2,7,7,5,5,6,5,6,2,7,4,8)
   495       18:R       18:R       0.542 (6,11,9,8,7,9,8,4,7,9,3,8,4,5,4,11)
   496       18:R       18:R       0.51 (3,5,5,4,3,9,7,4,5,10,3,7,5,6,4,9)
   497       18:R       18:R       0.691 (3,6,4,4,3,6,7,5,5,6,5,7,3,7,5,9)
   498       18:R       18:R       0.994 (2,4,4,3,3,8,7,4,5,8,5,7,3,7,4,11)
   499       18:R       18:R       0.451 (4,5,5,4,4,7,8,5,6,7,5,6,6,7,4,8)
   500       18:R       18:R       1 (3,8,4,5,2,6,10,9,4,7,4,8,3,7,5,11)
   501       18:R       18:R       0.743 (5,9,7,6,7,9,7,6,3,8,5,6,5,6,8,10)
   502       18:R       18:R       0.763 (5,7,7,5,4,10,7,3,6,10,2,6,3,6,4,10)
   503       18:R        4:D   +   0.377 (5,9,8,6,5,11,6,3,6,11,1,6,4,5,4,10)
   504       18:R       18:R       0.998 (3,7,3,5,3,6,10,8,4,7,3,9,2,6,4,10)
   505       18:R       18:R       0.908 (4,6,5,4,4,6,8,5,6,7,5,7,3,7,5,8)
   506       18:R       18:R       0.972 (5,7,7,5,4,8,9,4,6,8,4,8,3,6,5,11)
   507       18:R       18:R       0.624 (4,7,5,5,4,7,8,6,6,6,5,8,3,6,6,9)
   508       18:R       18:R       0.615 (8,12,8,6,6,7,8,3,6,9,3,8,6,6,6,6)
   509       18:R       18:R       0.262 (2,3,3,2,2,7,7,5,5,7,5,6,2,7,4,8)
   510       18:R       18:R       0.987 (4,6,6,4,3,9,7,5,6,9,4,7,3,7,4,11)
   511       18:R       18:R       0.934 (8,10,6,5,3,10,5,5,5,10,3,9,6,6,6,10)
   512       18:R       18:R       0.777 (3,2,4,3,3,6,7,4,6,6,5,7,3,7,5,8)
   513       18:R       11:K   +   0.323 (6,9,6,4,4,6,8,3,5,7,4,10,5,8,6,7)
   514       18:R       18:R       0.999 (2,6,2,4,2,5,10,7,3,7,4,9,2,6,5,11)
   515       18:R       18:R       0.584 (3,4,3,3,3,7,7,5,5,6,5,7,3,7,4,8)
   516       18:R       18:R       1 (5,5,6,7,3,6,11,9,4,7,3,8,3,7,6,11)
   517       18:R       18:R       0.978 (3,5,5,4,5,8,8,4,4,8,4,7,6,7,5,4)
   518       18:R       18:R       0.841 (7,13,7,7,5,10,6,4,5,10,2,7,6,7,6,8)
   519       18:R       13:M   +   0.927 (7,9,10,8,10,8,8,4,4,8,4,7,8,6,7,6)
   520       18:R       19:S   +   0.526 (4,9,6,7,8,8,9,3,5,5,7,8,5,9,8,7)
   521       18:R        8:H   +   0.371 (4,8,7,7,8,7,8,3,4,7,4,8,6,8,5,6)
   522       18:R       18:R       0.778 (3,7,5,5,4,10,7,3,5,10,3,7,3,7,3,10)
   523       18:R       18:R       1 (5,11,6,8,3,5,10,9,4,7,4,8,3,7,6,11)
   524       18:R       18:R       0.988 (6,11,9,8,8,9,8,4,6,9,3,7,3,6,4,11)
   525       18:R       18:R       0.997 (6,11,8,8,7,9,8,4,5,9,4,7,3,7,4,11)
   526       18:R       18:R       0.999 (3,7,3,4,2,5,10,8,4,7,4,8,3,7,5,11)
   527       18:R       18:R       0.972 (2,1,3,2,1,6,10,8,2,7,5,8,2,7,5,10)
   528       18:R        2:B   +   0.916 (5,9,7,7,6,7,7,6,6,6,5,7,4,8,6,10)
   529       18:R       18:R       0.962 (4,4,5,6,3,6,9,10,5,6,5,8,3,8,5,10)
   530       18:R       18:R       0.659 (6,8,8,6,5,10,8,4,7,10,1,7,3,6,4,11)
   531       18:R       18:R       0.948 (5,7,6,5,6,8,9,7,3,8,4,6,5,7,7,9)
   532       18:R       18:R       0.728 (4,9,6,6,6,7,7,4,6,7,5,7,3,7,5,8)
   533       18:R       17:Q   +   0.674 (6,10,8,8,6,7,9,5,8,5,4,10,5,4,7,9)
   534       18:R       18:R       0.99 (5,10,8,8,5,9,8,4,6,9,3,7,3,6,5,11)
   535       18:R       18:R       0.806 (3,6,5,4,4,9,7,3,5,10,3,7,3,7,3,10)
   536       18:R       18:R       0.999 (3,3,3,4,2,5,10,8,4,7,4,8,2,7,5,11)
   537       18:R       14:N   +   0.338 (5,10,7,8,9,6,8,3,4,6,6,9,8,9,9,7)
   538       18:R       18:R       0.539 (4,8,5,6,4,8,8,5,7,6,4,7,3,6,5,8)
   539       18:R       18:R       1 (4,5,5,7,3,5,10,9,4,7,4,8,3,7,6,11)
   540       18:R       18:R       0.999 (3,7,3,4,2,5,11,8,4,7,3,9,3,7,5,11)
   541       18:R       18:R       1 (4,3,5,5,3,5,11,8,3,7,4,8,2,7,6,11)
   542       18:R       18:R       1 (4,4,4,6,3,5,11,8,3,7,4,8,3,7,6,11)
   543       18:R       18:R       0.867 (4,9,6,7,7,6,8,5,6,7,5,7,3,7,5,9)
   544       18:R       18:R       0.947 (4,7,6,5,6,8,8,7,3,8,5,6,4,7,7,9)
   545       18:R       18:R       0.974 (3,7,5,5,5,5,8,3,4,6,5,9,4,7,6,5)
   546       18:R       18:R       0.998 (3,3,3,4,2,6,9,9,4,7,5,7,3,7,5,11)
   547       18:R       18:R       0.751 (3,7,5,5,4,6,8,5,6,6,5,7,3,7,5,9)
   548       18:R       18:R       0.329 (1,3,2,1,1,7,8,4,4,7,5,6,2,7,3,8)
   549       18:R       18:R       0.887 (4,9,6,7,5,10,7,3,6,10,3,7,3,6,4,10)
   550       18:R       18:R       0.685 (12,14,9,8,5,9,7,6,5,10,2,8,7,5,6,10)
   551       18:R       18:R       0.796 (2,3,3,1,2,8,8,3,5,9,5,7,2,7,4,10)
   552       17:Q       17:Q       0.997 (5,9,6,11,6,9,7,8,3,5,6,11,5,8,8,8)
   553       17:Q        8:H   +   0.479 (5,7,6,6,5,8,4,3,5,7,3,8,4,8,4,8)
   554       17:Q       17:Q       0.983 (3,5,4,6,2,8,8,7,5,5,8,9,3,8,5,9)
   555       17:Q       17:Q       0.991 (4,9,6,8,5,8,9,7,4,6,9,9,3,8,7,10)
   556       17:Q       17:Q       0.955 (2,3,3,4,3,8,8,5,2,5,8,10,2,9,5,9)
   557       17:Q       17:Q       0.996 (4,6,6,9,3,8,9,7,6,6,9,9,4,7,6,10)
   558       17:Q       17:Q       0.734 (4,8,5,7,3,8,7,8,6,6,7,8,3,8,5,9)
   559       17:Q       17:Q       0.914 (5,9,5,10,6,8,6,7,5,9,6,9,3,8,6,8)
